CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
100001847,Existing Customer,64,F,0,Doctorate,Divorced,Unknown,Blue,39,6,6,6,2323.14,526.11,1797.03,2.7,7450,128,0.62,0.23
100001848,Attrited Customer,32,F,1,Doctorate,Married,Unknown,Blue,50,2,3,2,13981.39,699.04,13282.35,2.12,8224,53,2.01,0.05
100001849,Existing Customer,55,M,4,Uneducated,Single,$60K - $80K,Blue,43,6,0,5,3132.56,1791.83,1340.73,0.47,18969,82,1.03,0.57
100001850,Existing Customer,46,M,4,Graduate,Divorced,Less than $40K,Blue,31,3,4,1,16321.27,542.61,15778.66,2.85,10519,49,1.56,0.03
100001851,Existing Customer,26,F,1,Doctorate,Single,Unknown,Blue,31,6,4,3,34325.82,959.55,33366.27,0.22,12774,77,0.35,0.03
100001852,Attrited Customer,50,F,4,High School,Single,Unknown,Blue,40,4,0,0,10961.21,1883.66,9077.55,2.31,4962,81,1.12,0.17
100001853,Attrited Customer,57,M,4,Uneducated,Married,Unknown,Blue,46,3,3,0,18531.75,939.6,17592.15,2.95,13685,89,2.91,0.05
100001854,Attrited Customer,33,M,4,Post-Graduate,Divorced,$80K - $120K,Blue,43,6,0,4,5426.68,365.78,5060.9,2.7,2312,129,2.18,0.07
100001855,Existing Customer,30,M,5,Doctorate,Single,$60K - $80K,Blue,28,1,5,6,6235.07,673.65,5561.42,2.21,4215,32,0.85,0.11
100001856,Existing Customer,55,M,2,Doctorate,Married,$40K - $60K,Blue,19,3,0,0,13085.96,202.15,12883.81,1.67,6012,77,0.3,0.02
100001857,Existing Customer,33,M,2,Graduate,Divorced,$60K - $80K,Silver,32,5,3,1,17651.07,1685.42,15965.65,3.0,11731,42,2.07,0.1
100001858,Attrited Customer,44,M,2,College,Divorced,Unknown,Blue,34,5,4,0,24847.9,114.57,24733.33,1.95,11600,88,2.78,0.0
100001859,Existing Customer,69,M,1,Uneducated,Single,Unknown,Blue,38,1,1,4,16527.55,1435.14,15092.41,2.53,11992,104,1.84,0.09
100001860,Existing Customer,55,F,3,Post-Graduate,Married,$120K +,Blue,17,5,0,5,1829.1,2375.13,-546.03,0.71,7929,26,1.41,1.3
100001861,Existing Customer,40,M,5,Uneducated,Married,$40K - $60K,Blue,19,2,5,6,10212.6,2149.68,8062.92,1.99,6582,32,2.51,0.21
100001862,Existing Customer,61,M,5,College,Married,Unknown,Blue,46,4,5,6,1842.29,182.35,1659.94,0.24,19473,107,1.63,0.1
100001863,Existing Customer,69,M,4,Uneducated,Married,$60K - $80K,Blue,16,4,0,4,32210.02,1786.21,30423.81,2.46,13523,46,2.69,0.06
100001864,Attrited Customer,52,F,0,Post-Graduate,Divorced,$40K - $60K,Blue,44,2,2,0,1987.19,1725.24,261.95,1.36,3825,41,2.06,0.87
100001865,Attrited Customer,38,F,2,Uneducated,Single,$120K +,Blue,12,5,3,5,2686.07,745.97,1940.1,0.92,17963,143,0.34,0.28
100001866,Existing Customer,39,F,5,High School,Single,$120K +,Silver,35,1,2,6,11141.37,273.31,10868.06,0.92,1830,125,1.94,0.02
100001867,Existing Customer,62,M,5,High School,Married,Less than $40K,Blue,43,1,4,3,22499.18,2135.18,20364.0,2.94,12972,125,1.34,0.09
100001868,Existing Customer,55,M,0,College,Married,Unknown,Platinum,44,4,2,0,13170.53,1385.76,11784.77,2.63,9248,73,1.63,0.11
100001869,Existing Customer,64,M,4,Post-Graduate,Married,$120K +,Blue,49,6,3,4,3093.24,1746.03,1347.21,2.41,14063,83,1.95,0.56
100001870,Existing Customer,72,F,5,Post-Graduate,Single,$120K +,Blue,13,1,0,3,29432.54,1144.51,28288.03,1.61,15955,28,2.47,0.04
100001871,Existing Customer,38,F,5,Post-Graduate,Divorced,$120K +,Blue,55,2,0,4,24807.5,555.89,24251.61,1.32,5552,70,0.79,0.02
100001872,Existing Customer,41,F,3,Post-Graduate,Divorced,Unknown,Blue,28,4,1,5,14476.65,650.87,13825.78,1.85,5763,83,1.26,0.04
100001873,Attrited Customer,69,F,0,Post-Graduate,Married,$80K - $120K,Blue,21,3,4,3,24014.84,1337.07,22677.77,1.73,3448,88,0.56,0.06
100001874,Existing Customer,32,F,4,Graduate,Divorced,$120K +,Blue,48,2,0,0,10335.96,586.36,9749.6,2.68,18904,82,1.62,0.06
100001875,Existing Customer,52,F,4,Uneducated,Divorced,Less than $40K,Blue,48,2,2,5,18947.51,996.69,17950.82,2.92,17568,33,1.88,0.05
100001876,Existing Customer,70,M,2,Doctorate,Single,$40K - $60K,Blue,13,1,1,2,30937.28,186.01,30751.27,2.81,4803,142,0.36,0.01
100001877,Existing Customer,60,F,3,Post-Graduate,Married,$80K - $120K,Blue,23,6,1,1,4661.16,2488.76,2172.4,2.35,19687,100,1.44,0.53
100001878,Existing Customer,40,F,4,Doctorate,Divorced,$40K - $60K,Blue,48,1,6,6,29794.38,1541.71,28252.67,1.34,14410,71,0.85,0.05
100001879,Existing Customer,53,F,3,High School,Married,$40K - $60K,Blue,41,1,4,3,27810.64,365.14,27445.5,2.33,13855,123,1.72,0.01
100001880,Existing Customer,60,F,2,Doctorate,Married,Less than $40K,Blue,26,3,1,5,33269.43,325.27,32944.16,2.38,6412,91,1.94,0.01
100001881,Attrited Customer,32,M,0,Doctorate,Divorced,$80K - $120K,Blue,34,2,5,4,18468.41,1208.21,17260.2,0.68,2207,103,1.98,0.07
100001882,Existing Customer,71,M,5,Uneducated,Single,Unknown,Blue,29,5,3,4,10346.97,61.91,10285.06,2.49,1547,57,0.24,0.01
100001883,Existing Customer,71,F,5,Doctorate,Divorced,$60K - $80K,Blue,42,4,2,2,13005.38,1030.09,11975.29,2.75,3357,19,1.23,0.08
100001884,Existing Customer,45,M,1,College,Single,$120K +,Blue,49,1,1,4,22753.52,2362.29,20391.23,2.3,15360,65,1.57,0.1
100001885,Existing Customer,57,M,1,College,Divorced,$40K - $60K,Blue,40,1,0,4,5787.04,2058.4,3728.64,2.11,16990,114,2.21,0.36
100001886,Existing Customer,63,M,1,Post-Graduate,Married,$40K - $60K,Blue,25,2,2,4,12956.71,2324.9,10631.81,0.81,511,71,0.41,0.18
100001887,Existing Customer,65,M,5,Graduate,Single,Less than $40K,Blue,54,3,4,6,25698.72,277.78,25420.94,1.99,12814,37,2.79,0.01
100001888,Existing Customer,57,M,3,Graduate,Single,Unknown,Blue,51,1,1,3,20507.41,927.03,19580.38,1.97,12608,38,0.38,0.05
100001889,Attrited Customer,51,M,1,Uneducated,Married,Less than $40K,Blue,34,3,2,3,3133.58,1387.49,1746.09,1.25,6884,35,0.44,0.44
100001890,Existing Customer,64,M,0,Graduate,Divorced,Less than $40K,Blue,36,3,0,5,17893.05,1800.67,16092.38,0.52,15005,55,0.96,0.1
100001891,Existing Customer,45,F,4,Doctorate,Single,$80K - $120K,Blue,52,5,1,1,18823.37,981.14,17842.23,1.42,6892,51,1.35,0.05
100001892,Existing Customer,43,M,3,College,Divorced,Unknown,Blue,49,3,4,6,24827.41,797.38,24030.03,2.78,13575,105,0.35,0.03
100001893,Existing Customer,40,F,5,Post-Graduate,Divorced,$120K +,Blue,39,5,4,2,1362.27,762.66,599.61,2.39,3123,31,0.46,0.56
100001894,Existing Customer,47,M,0,High School,Divorced,$80K - $120K,Blue,46,4,6,0,15565.71,1973.64,13592.07,1.19,10698,57,2.49,0.13
100001895,Existing Customer,47,M,5,Doctorate,Married,Less than $40K,Blue,41,3,4,5,31144.96,954.55,30190.41,0.75,7404,41,0.95,0.03
100001896,Existing Customer,46,M,3,College,Divorced,Less than $40K,Blue,38,4,5,2,1855.05,40.78,1814.27,1.49,4164,127,2.82,0.02
100001897,Existing Customer,27,F,3,College,Married,Unknown,Blue,19,3,1,1,23861.95,1925.54,21936.41,2.32,9120,109,1.65,0.08
100001898,Existing Customer,65,M,3,Uneducated,Single,Unknown,Blue,59,5,1,3,8588.19,403.34,8184.85,2.12,16128,68,2.74,0.05
100001899,Existing Customer,68,F,2,Doctorate,Divorced,$40K - $60K,Blue,30,5,1,3,14174.51,1570.53,12603.98,2.67,2504,26,2.37,0.11
100001900,Existing Customer,43,M,4,Graduate,Single,$80K - $120K,Blue,12,4,0,6,31059.79,73.66,30986.13,1.07,2980,100,0.7,0.0
100001901,Existing Customer,48,M,1,High School,Divorced,$80K - $120K,Blue,56,2,5,2,13325.94,967.46,12358.48,1.58,5679,143,2.4,0.07
100001902,Existing Customer,38,F,2,High School,Single,Unknown,Silver,55,2,6,0,19545.34,1139.83,18405.51,0.92,8458,146,1.46,0.06
100001903,Existing Customer,66,M,4,Graduate,Married,$120K +,Blue,31,2,4,3,4047.81,2432.71,1615.1,2.37,6757,75,1.2,0.6
100001904,Existing Customer,34,M,5,Post-Graduate,Single,$80K - $120K,Blue,41,3,2,5,12039.99,220.43,11819.56,1.38,9329,122,1.33,0.02
100001905,Existing Customer,32,M,1,Graduate,Single,Unknown,Blue,40,2,5,5,5816.13,1878.79,3937.34,1.4,8854,140,0.38,0.32
100001906,Attrited Customer,66,F,2,Post-Graduate,Divorced,$120K +,Blue,19,4,2,6,20092.95,2411.88,17681.07,2.48,16159,70,2.95,0.12
100001907,Existing Customer,26,M,2,High School,Divorced,$60K - $80K,Blue,25,2,1,3,16632.74,692.27,15940.47,2.24,6253,103,1.19,0.04
100001908,Existing Customer,27,M,0,Doctorate,Divorced,Unknown,Blue,49,4,4,2,9995.61,564.13,9431.48,1.52,5391,35,2.12,0.06
100001909,Existing Customer,29,M,2,Uneducated,Divorced,$120K +,Blue,14,4,6,6,34987.19,2380.17,32607.02,1.25,12104,117,2.87,0.07
100001910,Existing Customer,39,F,3,College,Married,Less than $40K,Blue,14,6,4,2,6211.33,1223.9,4987.43,2.13,1715,10,1.41,0.2
100001911,Attrited Customer,57,M,5,Doctorate,Single,$60K - $80K,Blue,25,3,1,0,29066.37,2056.47,27009.9,2.84,13431,132,1.88,0.07
100001912,Attrited Customer,61,F,2,High School,Single,$40K - $60K,Blue,32,6,0,0,2215.87,1986.58,229.29,1.39,1885,67,2.61,0.9
100001913,Existing Customer,27,M,3,High School,Married,$40K - $60K,Blue,46,5,2,2,29792.47,815.0,28977.47,0.31,15582,99,1.01,0.03
100001914,Existing Customer,65,M,4,High School,Single,$40K - $60K,Blue,55,3,2,0,17217.76,468.68,16749.08,2.66,15037,62,0.67,0.03
100001915,Existing Customer,39,F,4,College,Divorced,Less than $40K,Blue,55,3,3,1,29158.46,1757.22,27401.24,0.67,17389,96,0.34,0.06
100001916,Attrited Customer,45,F,3,Post-Graduate,Divorced,Unknown,Blue,60,1,6,5,26404.44,1253.26,25151.18,2.72,3119,28,0.93,0.05
100001917,Existing Customer,50,F,0,Uneducated,Divorced,$40K - $60K,Blue,54,2,1,2,20469.57,1226.25,19243.32,2.52,12301,140,1.04,0.06
100001918,Existing Customer,67,F,0,Doctorate,Single,$120K +,Blue,52,2,2,4,13633.27,1365.52,12267.75,2.05,13648,28,2.07,0.1
100001919,Existing Customer,33,F,4,Doctorate,Married,Unknown,Blue,38,4,6,0,23627.42,64.13,23563.29,2.57,13230,33,1.71,0.0
100001920,Existing Customer,53,M,5,Uneducated,Married,Less than $40K,Blue,39,5,2,2,29306.63,12.67,29293.96,0.93,14213,100,0.94,0.0
100001921,Existing Customer,71,M,2,Uneducated,Single,$80K - $120K,Blue,39,6,0,4,18112.41,785.29,17327.12,2.6,9025,95,2.58,0.04
100001922,Existing Customer,46,F,4,Post-Graduate,Married,Less than $40K,Blue,16,2,5,1,15105.51,809.21,14296.3,1.77,6283,145,1.76,0.05
100001923,Existing Customer,48,M,4,Doctorate,Married,Less than $40K,Blue,54,2,1,1,5858.4,1796.83,4061.57,0.7,6186,69,0.23,0.31
100001924,Existing Customer,57,M,3,Graduate,Divorced,$80K - $120K,Blue,50,5,1,3,31472.43,814.17,30658.26,0.91,16112,70,0.22,0.03
100001925,Existing Customer,33,F,0,Graduate,Single,$120K +,Blue,21,2,5,5,10088.32,898.88,9189.44,2.41,16413,95,1.65,0.09
100001926,Existing Customer,56,F,5,Uneducated,Married,$60K - $80K,Platinum,20,1,6,5,5199.71,1373.86,3825.85,2.56,14160,46,2.25,0.26
100001927,Existing Customer,62,F,3,High School,Single,$80K - $120K,Blue,31,2,5,6,3251.53,1479.02,1772.51,2.65,16039,60,0.33,0.45
100001928,Existing Customer,41,M,4,High School,Divorced,Less than $40K,Blue,40,1,5,4,26526.54,833.23,25693.31,0.72,10034,44,2.47,0.03
100001929,Existing Customer,65,F,1,College,Divorced,$40K - $60K,Blue,58,3,6,4,23949.87,1395.26,22554.61,2.73,9298,54,0.44,0.06
100001930,Existing Customer,67,M,2,Graduate,Married,$80K - $120K,Blue,40,3,2,5,5095.59,1544.55,3551.04,1.58,16877,12,2.39,0.3
100001931,Existing Customer,52,F,4,High School,Single,$80K - $120K,Blue,39,1,2,4,19024.84,653.11,18371.73,2.98,8090,12,0.22,0.03
100001932,Existing Customer,65,F,3,Uneducated,Single,$60K - $80K,Blue,22,6,6,1,6191.65,589.36,5602.29,1.53,11631,46,1.24,0.1
100001933,Existing Customer,66,F,1,College,Divorced,Less than $40K,Blue,32,6,4,6,14041.45,2226.09,11815.36,0.91,17339,20,1.34,0.16
100001934,Existing Customer,43,F,1,Graduate,Divorced,$40K - $60K,Blue,46,4,3,6,27617.52,1618.63,25998.89,0.37,10867,138,2.51,0.06
100001935,Existing Customer,60,M,4,College,Divorced,$40K - $60K,Blue,34,1,5,6,8746.42,777.68,7968.74,2.06,14229,94,0.62,0.09
100001936,Existing Customer,40,M,5,High School,Married,$60K - $80K,Platinum,40,4,2,3,1942.31,1376.92,565.39,0.21,6557,61,0.6,0.71
100001937,Existing Customer,52,M,0,Uneducated,Single,Unknown,Blue,26,5,1,1,7573.46,1768.52,5804.94,2.54,11083,37,3.0,0.23
100001938,Existing Customer,42,F,1,Uneducated,Married,$40K - $60K,Blue,28,5,4,5,14616.83,56.57,14560.26,1.07,4028,91,1.02,0.0
100001939,Existing Customer,65,M,2,Uneducated,Single,$120K +,Blue,35,1,6,2,9217.2,2299.58,6917.62,2.06,11013,116,2.03,0.25
100001940,Existing Customer,27,M,3,High School,Divorced,$80K - $120K,Blue,46,4,0,4,25555.57,1793.08,23762.49,1.6,18625,46,1.22,0.07
100001941,Existing Customer,56,M,3,Post-Graduate,Married,$80K - $120K,Blue,31,3,1,4,27832.1,980.64,26851.46,2.04,8277,87,0.57,0.04
100001942,Existing Customer,62,F,3,Doctorate,Married,$40K - $60K,Blue,47,1,4,3,9177.11,2330.66,6846.45,0.35,16830,69,0.42,0.25
100001943,Existing Customer,66,M,4,Doctorate,Married,$40K - $60K,Blue,22,1,5,3,10133.17,139.62,9993.55,0.75,13697,10,0.6,0.01
100001944,Existing Customer,66,F,3,Uneducated,Divorced,$40K - $60K,Blue,41,4,1,4,20042.47,1885.45,18157.02,2.7,11816,100,2.22,0.09
100001945,Existing Customer,59,F,3,Doctorate,Married,$80K - $120K,Blue,50,5,5,1,26585.53,1315.72,25269.81,1.37,1770,149,2.68,0.05
100001946,Existing Customer,59,M,2,Post-Graduate,Married,$40K - $60K,Blue,31,6,1,5,33618.55,1661.97,31956.58,1.78,18524,52,2.8,0.05
100001947,Existing Customer,28,M,0,Uneducated,Divorced,$120K +,Blue,33,3,1,5,11218.75,1178.48,10040.27,1.48,19966,52,0.22,0.11
100001948,Existing Customer,42,F,5,Post-Graduate,Single,$120K +,Blue,35,4,2,3,31976.42,368.08,31608.34,2.75,11798,80,1.63,0.01
100001949,Existing Customer,39,F,4,Graduate,Married,$80K - $120K,Blue,25,4,2,4,7179.84,651.98,6527.86,0.76,10174,116,1.61,0.09
100001950,Existing Customer,39,F,4,Doctorate,Divorced,Unknown,Blue,47,3,3,2,2396.04,1157.61,1238.43,2.55,1244,39,0.6,0.48
100001951,Existing Customer,71,M,3,Graduate,Married,Less than $40K,Blue,24,6,0,3,27944.78,2297.1,25647.68,0.37,5163,101,1.85,0.08
100001952,Existing Customer,63,F,2,Uneducated,Married,Less than $40K,Blue,12,6,0,0,17272.88,170.81,17102.07,2.6,6266,17,1.65,0.01
100001953,Existing Customer,60,F,1,College,Single,Less than $40K,Gold,38,1,2,6,3613.1,261.77,3351.33,2.73,14674,21,2.82,0.07
100001954,Attrited Customer,26,F,3,College,Divorced,$120K +,Blue,24,1,1,2,3417.61,381.77,3035.84,2.41,11857,98,0.35,0.11
100001955,Attrited Customer,54,M,3,High School,Single,$60K - $80K,Blue,46,2,1,5,1463.03,1580.3,-117.27,0.98,12088,82,1.87,1.08
100001956,Existing Customer,29,F,4,Graduate,Single,Less than $40K,Blue,19,3,6,4,11415.05,915.76,10499.29,0.52,6792,123,0.22,0.08
100001957,Existing Customer,58,F,4,Graduate,Divorced,$60K - $80K,Blue,29,4,5,3,26002.35,373.11,25629.24,1.6,7371,111,1.61,0.01
100001958,Existing Customer,42,F,3,College,Single,$80K - $120K,Blue,45,2,4,6,23620.67,304.91,23315.76,2.06,6680,49,2.59,0.01
100001959,Existing Customer,53,F,4,Uneducated,Married,$120K +,Blue,17,2,5,3,34988.7,1685.4,33303.3,2.49,17887,13,1.51,0.05
100001960,Existing Customer,51,F,2,High School,Divorced,Unknown,Blue,38,2,5,1,21193.67,1156.48,20037.19,1.62,18737,66,1.65,0.05
100001961,Existing Customer,33,M,1,Graduate,Divorced,Less than $40K,Gold,29,1,4,5,4756.06,2181.89,2574.17,1.73,1683,123,0.88,0.46
100001962,Existing Customer,59,M,1,High School,Married,$120K +,Blue,20,5,4,4,34269.02,1010.06,33258.96,2.82,8267,103,1.07,0.03
100001963,Existing Customer,43,F,1,Graduate,Married,$80K - $120K,Blue,26,2,6,5,24561.03,1639.35,22921.68,0.33,11580,97,1.82,0.07
100001964,Existing Customer,56,F,3,Post-Graduate,Married,$120K +,Blue,34,4,5,0,13717.22,1989.61,11727.61,1.09,16464,75,0.5,0.15
100001965,Existing Customer,52,F,5,Post-Graduate,Single,$40K - $60K,Blue,14,6,0,5,9397.82,2384.2,7013.62,1.43,4970,58,1.15,0.25
100001966,Existing Customer,41,F,3,High School,Single,Less than $40K,Blue,20,1,0,4,8553.67,2173.24,6380.43,1.99,2121,18,0.44,0.25
100001967,Existing Customer,35,F,3,College,Single,$120K +,Blue,33,6,4,5,33511.93,1938.27,31573.66,0.47,4320,33,2.67,0.06
100001968,Existing Customer,65,F,2,College,Single,Unknown,Blue,34,5,4,6,15260.31,1032.22,14228.09,2.65,15140,144,1.76,0.07
100001969,Existing Customer,37,M,1,Graduate,Single,$120K +,Blue,31,5,4,3,17551.43,2457.01,15094.42,1.09,12726,65,1.67,0.14
100001970,Existing Customer,47,F,4,Doctorate,Single,$120K +,Platinum,18,2,0,3,29451.27,661.8,28789.47,0.72,19448,29,2.26,0.02
100001971,Existing Customer,41,F,4,Post-Graduate,Divorced,$80K - $120K,Blue,28,2,2,0,33771.38,1653.24,32118.14,1.86,10940,49,0.28,0.05
100001972,Existing Customer,37,M,0,Post-Graduate,Divorced,Less than $40K,Blue,14,1,5,2,1149.37,326.54,822.83,0.59,8397,18,2.24,0.28
100001973,Existing Customer,36,M,0,High School,Divorced,Unknown,Platinum,18,2,5,4,34668.27,1514.82,33153.45,1.12,14029,43,2.78,0.04
100001974,Existing Customer,45,M,5,Doctorate,Divorced,Less than $40K,Blue,24,1,5,4,3565.69,1724.72,1840.97,2.61,17983,68,2.67,0.48
100001975,Attrited Customer,26,M,4,High School,Divorced,$40K - $60K,Blue,52,5,5,4,29452.39,225.73,29226.66,2.41,8665,74,0.67,0.01
100001976,Existing Customer,52,F,1,College,Divorced,$40K - $60K,Blue,52,4,1,1,33310.83,737.37,32573.46,0.99,12735,127,1.09,0.02
100001977,Existing Customer,28,M,3,College,Single,$120K +,Blue,34,4,5,6,20077.86,1603.81,18474.05,1.38,13916,103,0.55,0.08
100001978,Attrited Customer,37,M,4,Doctorate,Divorced,Less than $40K,Blue,48,3,5,5,19758.26,1505.34,18252.92,1.62,7785,92,1.6,0.08
100001979,Attrited Customer,55,M,5,Doctorate,Married,Less than $40K,Blue,15,6,2,0,23746.47,1670.53,22075.94,1.79,3587,76,0.86,0.07
100001980,Existing Customer,34,F,5,College,Divorced,$120K +,Blue,20,3,0,6,12996.27,311.11,12685.16,1.04,12091,83,0.66,0.02
100001981,Existing Customer,62,F,4,Uneducated,Married,$60K - $80K,Blue,17,3,0,2,6637.32,1288.27,5349.05,1.7,9100,18,0.92,0.19
100001982,Existing Customer,26,F,0,Post-Graduate,Married,Less than $40K,Blue,53,4,4,4,3258.11,2319.02,939.09,2.37,1295,20,1.76,0.71
100001983,Existing Customer,67,M,1,Post-Graduate,Divorced,$120K +,Blue,29,2,2,5,30957.44,2384.43,28573.01,2.12,4632,25,1.4,0.08
100001984,Existing Customer,29,F,4,High School,Single,$120K +,Blue,46,1,0,2,19609.14,316.82,19292.32,2.86,17166,32,0.41,0.02
100001985,Existing Customer,40,M,3,Post-Graduate,Single,$60K - $80K,Blue,34,4,3,2,24598.4,2235.99,22362.41,0.87,6082,33,1.43,0.09
100001986,Existing Customer,52,M,3,High School,Married,$40K - $60K,Blue,42,3,2,2,12289.77,1441.19,10848.58,2.1,3546,30,1.05,0.12
100001987,Existing Customer,33,M,2,Doctorate,Single,Unknown,Blue,31,3,6,3,28438.29,1882.29,26556.0,2.86,3105,87,2.94,0.07
100001988,Existing Customer,48,M,3,Doctorate,Married,$120K +,Blue,18,6,2,5,12897.32,376.62,12520.7,0.47,17819,10,2.17,0.03
100001989,Existing Customer,40,F,4,Uneducated,Single,Less than $40K,Blue,23,2,6,6,2011.88,1844.67,167.21,1.77,17798,36,1.23,0.92
100001990,Existing Customer,52,F,4,Doctorate,Single,$40K - $60K,Blue,48,3,0,4,12454.75,177.69,12277.06,2.96,1562,54,0.54,0.01
100001991,Existing Customer,56,F,3,College,Single,$40K - $60K,Blue,60,3,1,5,29911.08,1582.54,28328.54,0.37,9182,35,0.37,0.05
100001992,Existing Customer,64,F,0,Uneducated,Single,$40K - $60K,Blue,15,1,0,4,30780.21,1670.17,29110.04,1.22,7844,130,2.01,0.05
100001993,Existing Customer,72,M,1,College,Divorced,$120K +,Blue,23,2,2,6,32780.43,1661.83,31118.6,0.44,19847,132,0.4,0.05
100001994,Existing Customer,33,M,5,College,Divorced,Less than $40K,Blue,26,5,3,4,17982.27,146.64,17835.63,1.84,1186,20,2.26,0.01
100001995,Existing Customer,55,M,4,High School,Divorced,Unknown,Blue,13,5,2,0,33524.17,960.48,32563.69,2.59,8120,127,0.52,0.03
100001996,Attrited Customer,67,M,3,College,Married,$60K - $80K,Blue,58,3,6,1,17972.07,1860.99,16111.08,0.88,11511,84,0.35,0.1
100001997,Existing Customer,43,M,5,Uneducated,Divorced,$80K - $120K,Blue,22,3,0,1,6233.13,1992.04,4241.09,0.77,9264,142,2.97,0.32
100001998,Existing Customer,29,F,3,Graduate,Divorced,$80K - $120K,Blue,44,1,5,5,18069.26,1038.77,17030.49,1.68,13337,89,2.89,0.06
100001999,Existing Customer,72,F,4,Doctorate,Divorced,$40K - $60K,Blue,25,5,4,6,30532.88,405.04,30127.84,1.2,13632,23,1.81,0.01
100002000,Existing Customer,68,M,2,High School,Single,$80K - $120K,Blue,38,2,6,1,27713.45,1248.62,26464.83,2.51,13496,61,2.75,0.05
100002001,Existing Customer,47,M,1,Doctorate,Single,$80K - $120K,Blue,15,2,1,1,15757.81,1625.66,14132.15,0.58,8017,14,2.92,0.1
100002002,Attrited Customer,28,F,4,College,Single,$120K +,Blue,49,4,2,3,8226.47,2301.0,5925.47,2.76,9286,51,1.44,0.28
100002003,Existing Customer,40,F,5,College,Single,$60K - $80K,Blue,51,6,3,0,20758.07,1703.36,19054.71,2.47,19198,55,0.23,0.08
100002004,Existing Customer,60,M,3,Post-Graduate,Single,$80K - $120K,Blue,31,4,3,0,32661.66,2056.65,30605.01,0.24,1864,60,1.94,0.06
100002005,Existing Customer,72,F,2,High School,Divorced,Unknown,Blue,13,2,3,3,7034.74,661.87,6372.87,0.98,586,70,1.32,0.09
100002006,Existing Customer,63,F,4,High School,Divorced,Unknown,Blue,15,4,1,4,29119.37,2083.1,27036.27,2.76,19597,85,2.09,0.07
100002007,Existing Customer,58,M,1,Uneducated,Single,$60K - $80K,Blue,60,6,5,3,6009.04,1529.93,4479.11,2.59,977,80,0.7,0.25
100002008,Existing Customer,39,M,2,Graduate,Single,$80K - $120K,Blue,35,6,2,1,32266.43,1372.47,30893.96,1.58,3937,133,2.96,0.04
100002009,Existing Customer,26,F,5,Uneducated,Divorced,Unknown,Blue,20,1,4,5,24570.71,667.16,23903.55,1.73,3632,23,2.35,0.03
100002010,Existing Customer,51,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,3,0,6,4712.17,509.74,4202.43,0.43,5512,65,1.03,0.11
100002011,Existing Customer,33,M,0,Uneducated,Single,$40K - $60K,Blue,19,2,5,0,7882.44,1359.69,6522.75,2.44,7704,89,2.36,0.17
100002012,Attrited Customer,41,F,1,Graduate,Married,Unknown,Blue,52,5,6,6,32515.34,2228.6,30286.74,0.41,17037,94,2.58,0.07
100002013,Existing Customer,63,F,2,Uneducated,Single,$60K - $80K,Blue,39,5,2,5,18257.26,588.44,17668.82,2.0,7725,60,1.58,0.03
100002014,Existing Customer,35,F,4,Doctorate,Divorced,$60K - $80K,Blue,24,2,2,3,16418.69,696.73,15721.96,0.52,18414,72,1.34,0.04
100002015,Existing Customer,67,M,4,High School,Married,$60K - $80K,Blue,19,4,4,6,2981.25,2369.8,611.45,1.41,9794,35,0.86,0.79
100002016,Existing Customer,62,F,2,Graduate,Single,$60K - $80K,Blue,25,4,1,1,3857.35,66.52,3790.83,1.21,11922,132,2.54,0.02
100002017,Attrited Customer,51,F,4,College,Divorced,Less than $40K,Blue,21,2,6,1,24516.05,1213.47,23302.58,1.36,14734,136,1.35,0.05
100002018,Existing Customer,53,M,2,Post-Graduate,Divorced,$40K - $60K,Blue,31,2,0,2,27415.75,1321.92,26093.83,1.82,10990,86,2.43,0.05
100002019,Existing Customer,37,M,1,Post-Graduate,Divorced,$80K - $120K,Blue,12,2,0,4,30478.22,1689.31,28788.91,0.59,3230,110,2.65,0.06
